sim_minute,hour_of_day,solar_output_kw,consumption_kw,battery_level_kwh,net_flow_kw,time_sin,time_cos,is_deficit
0,0.0,0.0,0.0234,4.9766,-0.0234,0.0,1.0,0
1,0.0167,0.0,0.0209,4.9557,-0.0209,0.004363,0.99999,0
2,0.0333,0.0,0.0221,4.9336,-0.0221,0.008727,0.999962,0
3,0.05,0.0,0.0201,4.9135,-0.0201,0.01309,0.999914,0
4,0.0667,0.0,0.0197,4.8938,-0.0197,0.017452,0.999848,0
5,0.0833,0.0,0.0245,4.8693,-0.0245,0.021815,0.999762,0
6,0.1,0.0,0.0232,4.8461,-0.0232,0.026177,0.999657,0
7,0.1167,0.0,0.0239,4.8222,-0.0239,0.030539,0.999534,0
8,0.1333,0.0,0.0192,4.803,-0.0192,0.034899,0.999391,0
9,0.15,0.0,0.0258,4.7772,-0.0258,0.03926,0.999229,0
10,0.1667,0.0,0.0216,4.7556,-0.0216,0.043619,0.999048,0
11,0.1833,0.0,0.0187,4.7369,-0.0187,0.047978,0.998848,0
12,0.2,0.0,0.0214,4.7155,-0.0214,0.052336,0.99863,0
13,0.2167,0.0,0.0191,4.6964,-0.0191,0.056693,0.998392,0
14,0.2333,0.0,0.0205,4.6759,-0.0205,0.061049,0.998135,0
15,0.25,0.0,0.021,4.6549,-0.021,0.065403,0.997859,0
16,0.2667,0.0,0.0254,4.6295,-0.0254,0.069756,0.997564,0
17,0.2833,0.0,0.0205,4.609,-0.0205,0.074108,0.99725,0
18,0.3,0.0,0.0205,4.5885,-0.0205,0.078459,0.996917,0
19,0.3167,0.0,0.0231,4.5654,-0.0231,0.082808,0.996566,0
20,0.3333,0.0,0.0224,4.543,-0.0224,0.087156,0.996195,0
21,0.35,0.0,0.0219,4.5211,-0.0219,0.091502,0.995805,0
22,0.3667,0.0,0.0215,4.4996,-0.0215,0.095846,0.995396,0
23,0.3833,0.0,0.0192,4.4804,-0.0192,0.100188,0.994969,0
24,0.4,0.0,0.0201,4.4603,-0.0201,0.104528,0.994522,0
25,0.4167,0.0,0.0199,4.4404,-0.0199,0.108867,0.994056,0
26,0.4333,0.0,0.0205,4.4199,-0.0205,0.113203,0.993572,0
27,0.45,0.0,0.0208,4.3991,-0.0208,0.117537,0.993068,0
28,0.4667,0.0,0.0208,4.3783,-0.0208,0.121869,0.992546,0
29,0.4833,0.0,0.0224,4.3559,-0.0224,0.126199,0.992005,0
30,0.5,0.0,0.0196,4.3363,-0.0196,0.130526,0.991445,0
31,0.5167,0.0,0.0221,4.3142,-0.0221,0.134851,0.990866,0
32,0.5333,0.0,0.022,4.2922,-0.022,0.139173,0.990268,0
33,0.55,0.0,0.0212,4.271,-0.0212,0.143493,0.989651,0
34,0.5667,0.0,0.0224,4.2486,-0.0224,0.147809,0.989016,0
35,0.5833,0.0,0.0191,4.2295,-0.0191,0.152123,0.988362,0
36,0.6,0.0,0.0226,4.2069,-0.0226,0.156434,0.987688,0
37,0.6167,0.0,0.0241,4.1828,-0.0241,0.160743,0.986996,0
38,0.6333,0.0,0.0215,4.1613,-0.0215,0.165048,0.986286,0
39,0.65,0.0,0.0221,4.1392,-0.0221,0.16935,0.985556,0
40,0.6667,0.0,0.0256,4.1136,-0.0256,0.173648,0.984808,0
41,0.6833,0.0,0.0204,4.0932,-0.0204,0.177944,0.984041,0
42,0.7,0.0,0.0263,4.0669,-0.0263,0.182236,0.983255,0
43,0.7167,0.0,0.0224,4.0445,-0.0224,0.186524,0.98245,0
44,0.7333,0.0,0.0226,4.0219,-0.0226,0.190809,0.981627,0
45,0.75,0.0,0.0204,4.0015,-0.0204,0.19509,0.980785,0
46,0.7667,0.0,0.0223,3.9792,-0.0223,0.199368,0.979925,0
47,0.7833,0.0,0.0214,3.9578,-0.0214,0.203642,0.979045,0
48,0.8,0.0,0.0202,3.9376,-0.0202,0.207912,0.978148,0
49,0.8167,0.0,0.0246,3.913,-0.0246,0.212178,0.977231,0
50,0.8333,0.0,0.0209,3.8921,-0.0209,0.21644,0.976296,0
51,0.85,0.0,0.0223,3.8698,-0.0223,0.220697,0.975342,0
52,0.8667,0.0,0.0255,3.8443,-0.0255,0.224951,0.97437,0
53,0.8833,0.0,0.02,3.8243,-0.02,0.2292,0.973379,0
54,0.9,0.0,0.0214,3.8029,-0.0214,0.233445,0.97237,0
55,0.9167,0.0,0.0197,3.7832,-0.0197,0.237686,0.971342,0
56,0.9333,0.0,0.0216,3.7616,-0.0216,0.241922,0.970296,0
57,0.95,0.0,0.0214,3.7402,-0.0214,0.246153,0.969231,0
58,0.9667,0.0,0.0224,3.7178,-0.0224,0.25038,0.968148,0
59,0.9833,0.0,0.0219,3.6959,-0.0219,0.254602,0.967046,0
60,1.0,0.0,0.0237,3.6722,-0.0237,0.258819,0.965926,0
61,1.0167,0.0,0.0188,3.6534,-0.0188,0.263031,0.964787,0
62,1.0333,0.0,0.0211,3.6323,-0.0211,0.267238,0.96363,0
63,1.05,0.0,0.0197,3.6126,-0.0197,0.27144,0.962455,0
64,1.0667,0.0,0.021,3.5916,-0.021,0.275637,0.961262,0
65,1.0833,0.0,0.016,3.5756,-0.016,0.279829,0.96005,0
66,1.1,0.0,0.0219,3.5537,-0.0219,0.284015,0.95882,0
67,1.1167,0.0,0.0215,3.5322,-0.0215,0.288196,0.957571,0
68,1.1333,0.0,0.0238,3.5084,-0.0238,0.292372,0.956305,0
69,1.15,0.0,0.0234,3.485,-0.0234,0.296542,0.95502,0
70,1.1667,0.0,0.0167,3.4683,-0.0167,0.300706,0.953717,0
71,1.1833,0.0,0.0202,3.4481,-0.0202,0.304864,0.952396,0
72,1.2,0.0,0.0227,3.4254,-0.0227,0.309017,0.951057,0
73,1.2167,0.0,0.0154,3.41,-0.0154,0.313164,0.949699,0
74,1.2333,0.0,0.0242,3.3858,-0.0242,0.317305,0.948324,0
75,1.25,0.0,0.0249,3.3609,-0.0249,0.321439,0.94693,0
76,1.2667,0.0,0.0231,3.3378,-0.0231,0.325568,0.945519,0
77,1.2833,0.0,0.0258,3.312,-0.0258,0.329691,0.944089,0
78,1.3,0.0,0.0199,3.2921,-0.0199,0.333807,0.942641,0
79,1.3167,0.0,0.0239,3.2682,-0.0239,0.337917,0.941176,0
80,1.3333,0.0,0.019,3.2492,-0.019,0.34202,0.939693,0
81,1.35,0.0,0.0225,3.2267,-0.0225,0.346117,0.938191,0
82,1.3667,0.0,0.0188,3.2079,-0.0188,0.350207,0.936672,0
83,1.3833,0.0,0.0233,3.1846,-0.0233,0.354291,0.935135,0
84,1.4,0.0,0.0181,3.1665,-0.0181,0.358368,0.93358,0
85,1.4167,0.0,0.0233,3.1432,-0.0233,0.362438,0.932008,0
86,1.4333,0.0,0.0232,3.12,-0.0232,0.366501,0.930418,0
87,1.45,0.0,0.0181,3.1019,-0.0181,0.370557,0.92881,0
