sim_minute,hour_of_day,solar_output_kw,consumption_kw,battery_level_kwh,net_flow_kw,time_sin,time_cos,is_deficit
0,0.0,0.0,0.0139,3.9861,-0.0139,0.0,1.0,0
1,0.0167,0.0,0.0123,3.9738,-0.0123,0.004363,0.99999,0
2,0.0333,0.0,0.015,3.9588,-0.015,0.008727,0.999962,0
3,0.05,0.0,0.014,3.9448,-0.014,0.01309,0.999914,0
4,0.0667,0.0,0.0141,3.9307,-0.0141,0.017452,0.999848,0
5,0.0833,0.0,0.0172,3.9135,-0.0172,0.021815,0.999762,0
6,0.1,0.0,0.0146,3.8989,-0.0146,0.026177,0.999657,0
7,0.1167,0.0,0.0167,3.8822,-0.0167,0.030539,0.999534,0
8,0.1333,0.0,0.017,3.8652,-0.017,0.034899,0.999391,0
9,0.15,0.0,0.0157,3.8495,-0.0157,0.03926,0.999229,0
10,0.1667,0.0,0.018,3.8315,-0.018,0.043619,0.999048,0
11,0.1833,0.0,0.013,3.8185,-0.013,0.047978,0.998848,0
12,0.2,0.0,0.0159,3.8026,-0.0159,0.052336,0.99863,0
13,0.2167,0.0,0.0149,3.7877,-0.0149,0.056693,0.998392,0
14,0.2333,0.0,0.0173,3.7704,-0.0173,0.061049,0.998135,0
15,0.25,0.0,0.0149,3.7555,-0.0149,0.065403,0.997859,0
16,0.2667,0.0,0.0177,3.7378,-0.0177,0.069756,0.997564,0
17,0.2833,0.0,0.0166,3.7212,-0.0166,0.074108,0.99725,0
18,0.3,0.0,0.0172,3.704,-0.0172,0.078459,0.996917,0
19,0.3167,0.0,0.018,3.686,-0.018,0.082808,0.996566,0
20,0.3333,0.0,0.0139,3.6721,-0.0139,0.087156,0.996195,0
21,0.35,0.0,0.017,3.6551,-0.017,0.091502,0.995805,0
22,0.3667,0.0,0.0109,3.6442,-0.0109,0.095846,0.995396,0
23,0.3833,0.0,0.0172,3.627,-0.0172,0.100188,0.994969,0
24,0.4,0.0,0.0185,3.6085,-0.0185,0.104528,0.994522,0
25,0.4167,0.0,0.0155,3.593,-0.0155,0.108867,0.994056,0
26,0.4333,0.0,0.0154,3.5776,-0.0154,0.113203,0.993572,0
27,0.45,0.0,0.0136,3.564,-0.0136,0.117537,0.993068,0
28,0.4667,0.0,0.0152,3.5488,-0.0152,0.121869,0.992546,0
29,0.4833,0.0,0.0176,3.5312,-0.0176,0.126199,0.992005,0
30,0.5,0.0,0.016,3.5152,-0.016,0.130526,0.991445,0
31,0.5167,0.0,0.0107,3.5045,-0.0107,0.134851,0.990866,0
32,0.5333,0.0,0.0182,3.4863,-0.0182,0.139173,0.990268,0
33,0.55,0.0,0.0183,3.468,-0.0183,0.143493,0.989651,0
34,0.5667,0.0,0.0156,3.4524,-0.0156,0.147809,0.989016,0
35,0.5833,0.0,0.0179,3.4345,-0.0179,0.152123,0.988362,0
36,0.6,0.0,0.0203,3.4142,-0.0203,0.156434,0.987688,0
37,0.6167,0.0,0.0143,3.3999,-0.0143,0.160743,0.986996,0
38,0.6333,0.0,0.019,3.3809,-0.019,0.165048,0.986286,0
39,0.65,0.0,0.0171,3.3638,-0.0171,0.16935,0.985556,0
40,0.6667,0.0,0.0189,3.3449,-0.0189,0.173648,0.984808,0
41,0.6833,0.0,0.0157,3.3292,-0.0157,0.177944,0.984041,0
42,0.7,0.0,0.0153,3.3139,-0.0153,0.182236,0.983255,0
43,0.7167,0.0,0.0138,3.3001,-0.0138,0.186524,0.98245,0
44,0.7333,0.0,0.0181,3.282,-0.0181,0.190809,0.981627,0
45,0.75,0.0,0.015,3.267,-0.015,0.19509,0.980785,0
